loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.977,50.915870666503906,1.282051282051282e-06,0.00256,1,,,,,
1.6397,41.40681076049805,2.564102564102564e-06,0.00512,2,,,,,
1.444,35.33258056640625,3.846153846153847e-06,0.00768,3,,,,,
1.1973,27.929393768310547,5.128205128205128e-06,0.01024,4,,,,,
1.0437,21.630861282348633,6.41025641025641e-06,0.0128,5,,,,,
0.8726,17.918922424316406,7.692307692307694e-06,0.01536,6,,,,,
0.9014,19.58799934387207,8.974358974358976e-06,0.01792,7,,,,,
0.6266,13.626566886901855,1.0256410256410256e-05,0.02048,8,,,,,
0.5658,8.748893737792969,1.153846153846154e-05,0.02304,9,,,,,
0.5769,11.893741607666016,1.282051282051282e-05,0.0256,10,,,,,
0.5222,11.695158958435059,1.4102564102564104e-05,0.02816,11,,,,,
0.4505,8.900925636291504,1.5384615384615387e-05,0.03072,12,,,,,
0.4078,4.245830535888672,1.6666666666666667e-05,0.03328,13,,,,,
0.3409,5.505703926086426,1.794871794871795e-05,0.03584,14,,,,,
0.3364,3.6660208702087402,1.923076923076923e-05,0.0384,15,,,,,
0.3427,2.058732748031616,2.0512820512820512e-05,0.04096,16,,,,,
0.3485,2.7268199920654297,2.1794871794871795e-05,0.04352,17,,,,,
0.3431,3.7189085483551025,2.307692307692308e-05,0.04608,18,,,,,
0.3124,1.9535905122756958,2.435897435897436e-05,0.04864,19,,,,,
0.2887,8.659542083740234,2.564102564102564e-05,0.0512,20,,,,,
0.295,4.171879768371582,2.6923076923076923e-05,0.05376,21,,,,,
0.2593,2.023083209991455,2.8205128205128207e-05,0.05632,22,,,,,
0.2768,6.313461780548096,2.948717948717949e-05,0.05888,23,,,,,
0.3498,7.170738220214844,3.0769230769230774e-05,0.06144,24,,,,,
0.3782,9.813146591186523,3.205128205128206e-05,0.064,25,,,,,
0.3413,22.347373962402344,3.3333333333333335e-05,0.06656,26,,,,,
0.3899,19.128559112548828,3.461538461538462e-05,0.06912,27,,,,,
0.3106,8.151752471923828,3.58974358974359e-05,0.07168,28,,,,,
0.3189,5.104649066925049,3.717948717948718e-05,0.07424,29,,,,,
0.3403,5.727712154388428,3.846153846153846e-05,0.0768,30,,,,,
0.2955,3.9235568046569824,3.974358974358974e-05,0.07936,31,,,,,
0.1954,2.249199151992798,4.1025641025641023e-05,0.08192,32,,,,,
0.2306,5.466943740844727,4.230769230769231e-05,0.08448,33,,,,,
0.2382,1.8014293909072876,4.358974358974359e-05,0.08704,34,,,,,
0.2857,1.674307107925415,4.4871794871794874e-05,0.0896,35,,,,,
0.2925,5.2884111404418945,4.615384615384616e-05,0.09216,36,,,,,
0.2727,2.4241721630096436,4.7435897435897435e-05,0.09472,37,,,,,
0.2359,2.497683048248291,4.871794871794872e-05,0.09728,38,,,,,
0.2028,2.7615621089935303,5e-05,0.09984,39,,,,,
0.3545,8.997891426086426,4.999899863449631e-05,0.1024,40,,,,,
0.3809,8.21209716796875,4.999599461820387e-05,0.10496,41,,,,,
0.2515,2.4269373416900635,4.999098819177214e-05,0.10752,42,,,,,
0.2877,5.273265361785889,4.9983979756262136e-05,0.11008,43,,,,,
0.2604,3.6605663299560547,4.997496987311431e-05,0.11264,44,,,,,
0.1577,1.4237492084503174,4.9963959264103544e-05,0.1152,45,,,,,
0.2579,1.431576132774353,4.995094881128138e-05,0.11776,46,,,,,
0.3057,3.1631643772125244,4.9935939556905295e-05,0.12032,47,,,,,
0.2996,2.6373000144958496,4.9918932703355256e-05,0.12288,48,,,,,
0.3179,2.9486539363861084,4.989992961303738e-05,0.12544,49,,,,,
