loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.9012,48.86760330200195,1.282051282051282e-06,0.00256,1,,,,,
1.6466,41.373653411865234,2.564102564102564e-06,0.00512,2,,,,,
1.471,36.18580627441406,3.846153846153847e-06,0.00768,3,,,,,
1.12,23.925661087036133,5.128205128205128e-06,0.01024,4,,,,,
1.0173,20.860578536987305,6.41025641025641e-06,0.0128,5,,,,,
0.8832,17.349971771240234,7.692307692307694e-06,0.01536,6,,,,,
0.8241,18.29888343811035,8.974358974358976e-06,0.01792,7,,,,,
0.5874,11.669506072998047,1.0256410256410256e-05,0.02048,8,,,,,
0.5474,8.842822074890137,1.153846153846154e-05,0.02304,9,,,,,
0.524,9.44847583770752,1.282051282051282e-05,0.0256,10,,,,,
0.5053,10.549647331237793,1.4102564102564104e-05,0.02816,11,,,,,
0.4179,6.426443099975586,1.5384615384615387e-05,0.03072,12,,,,,
0.3669,3.2601542472839355,1.6666666666666667e-05,0.03328,13,,,,,
0.3424,7.158499717712402,1.794871794871795e-05,0.03584,14,,,,,
0.3474,5.100229263305664,1.923076923076923e-05,0.0384,15,,,,,
0.3389,1.5608184337615967,2.0512820512820512e-05,0.04096,16,,,,,
0.3301,2.118973731994629,2.1794871794871795e-05,0.04352,17,,,,,
0.3183,3.441922664642334,2.307692307692308e-05,0.04608,18,,,,,
0.3129,2.233856201171875,2.435897435897436e-05,0.04864,19,,,,,
0.3057,9.935029029846191,2.564102564102564e-05,0.0512,20,,,,,
0.3618,13.077088356018066,2.6923076923076923e-05,0.05376,21,,,,,
0.2561,3.9117095470428467,2.8205128205128207e-05,0.05632,22,,,,,
0.3479,12.380780220031738,2.948717948717949e-05,0.05888,23,,,,,
0.3373,14.252850532531738,3.0769230769230774e-05,0.06144,24,,,,,
0.3773,19.109630584716797,3.205128205128206e-05,0.064,25,,,,,
0.2194,5.957871437072754,3.3333333333333335e-05,0.06656,26,,,,,
0.3063,11.534088134765625,3.461538461538462e-05,0.06912,27,,,,,
0.3704,12.52336597442627,3.58974358974359e-05,0.07168,28,,,,,
0.3009,4.7621870040893555,3.717948717948718e-05,0.07424,29,,,,,
0.3071,1.6825976371765137,3.846153846153846e-05,0.0768,30,,,,,
0.32,5.097665786743164,3.974358974358974e-05,0.07936,31,,,,,
0.2189,2.963291883468628,4.1025641025641023e-05,0.08192,32,,,,,
0.2437,2.2678372859954834,4.230769230769231e-05,0.08448,33,,,,,
0.2999,1.0560050010681152,4.358974358974359e-05,0.08704,34,,,,,
0.2957,2.049468517303467,4.4871794871794874e-05,0.0896,35,,,,,
0.3083,2.3203580379486084,4.615384615384616e-05,0.09216,36,,,,,
0.2525,1.435148000717163,4.7435897435897435e-05,0.09472,37,,,,,
0.2303,1.6217435598373413,4.871794871794872e-05,0.09728,38,,,,,
0.1688,2.052574872970581,5e-05,0.09984,39,,,,,
0.3708,8.283146858215332,4.999899863449631e-05,0.1024,40,,,,,
0.301,7.651714324951172,4.999599461820387e-05,0.10496,41,,,,,
0.3314,6.343258380889893,4.999098819177214e-05,0.10752,42,,,,,
0.3707,5.806975364685059,4.9983979756262136e-05,0.11008,43,,,,,
0.2258,3.3957431316375732,4.997496987311431e-05,0.11264,44,,,,,
0.2029,4.298571586608887,4.9963959264103544e-05,0.1152,45,,,,,
0.3689,8.020127296447754,4.995094881128138e-05,0.11776,46,,,,,
0.3147,4.236734867095947,4.9935939556905295e-05,0.12032,47,,,,,
0.276,2.2337231636047363,4.9918932703355256e-05,0.12288,48,,,,,
0.2846,2.4180104732513428,4.989992961303738e-05,0.12544,49,,,,,
0.2596,1.3532686233520508,4.98789318082748e-05,0.128,50,,,,,
0.1499,1.3647913932800293,4.98559409711857e-05,0.13056,51,,,,,
0.2051,2.1325411796569824,4.983095894354858e-05,0.13312,52,,,,,
0.2749,1.621885895729065,4.980398772665468e-05,0.13568,53,,,,,
0.2451,1.744903564453125,4.977502948114772e-05,0.13824,54,,,,,
0.2715,1.7734146118164062,4.974408652685072e-05,0.1408,55,,,,,
0.2422,2.5193519592285156,4.971116134258025e-05,0.14336,56,,,,,
0.1571,2.0748636722564697,4.967625656594782e-05,0.14592,57,,,,,
0.2845,6.93819522857666,4.963937499314857e-05,0.14848,58,,,,,
0.2379,1.8287721872329712,4.960051957873725e-05,0.15104,59,,,,,
0.2869,4.138062477111816,4.955969343539162e-05,0.1536,60,,,,,
0.2704,3.282083749771118,4.9516899833663e-05,0.15616,61,,,,,
0.228,1.6550182104110718,4.94721422017143e-05,0.15872,62,,,,,
0.189,1.300161361694336,4.942542412504543e-05,0.16128,63,,,,,
0.2402,2.6503894329071045,4.9376749346206006e-05,0.16384,64,,,,,
0.2747,4.082042217254639,4.9326121764495596e-05,0.1664,65,,,,,
0.3142,2.9274587631225586,4.92735454356513e-05,0.16896,66,,,,,
0.2537,1.1750484704971313,4.921902457152289e-05,0.17152,67,,,,,
0.2565,1.6143847703933716,4.916256353973535e-05,0.17408,68,,,,,
0.2325,2.1049249172210693,4.910416686333906e-05,0.17664,69,,,,,
0.2291,3.5900347232818604,4.90438392204474e-05,0.1792,70,,,,,
0.2325,2.2413504123687744,4.898158544386201e-05,0.18176,71,,,,,
0.241,1.2419813871383667,4.8917410520685635e-05,0.18432,72,,,,,
0.2193,1.9076590538024902,4.885131959192262e-05,0.18688,73,,,,,
0.2584,2.3057968616485596,4.878331795206705e-05,0.18944,74,,,,,
0.2972,3.893362045288086,4.8713411048678635e-05,0.192,75,,,,,
0.1508,1.5452661514282227,4.8641604481946314e-05,0.19456,76,,,,,
0.2837,4.053365230560303,4.856790400423958e-05,0.19712,77,,,,,
0.2971,4.838433265686035,4.849231551964771e-05,0.19968,78,,,,,
0.35,4.286458969116211,4.841484508350679e-05,0.20224,79,,,,,
0.2326,1.987408995628357,4.83354989019146e-05,0.2048,80,,,,,
0.2815,4.25863790512085,4.8254283331233464e-05,0.20736,81,,,,,
0.1023,0.9229247570037842,4.817120487758104e-05,0.20992,82,,,,,
0.2356,3.481447219848633,4.808627019630917e-05,0.21248,83,,,,,
0.2642,3.239999294281006,4.799948609147061e-05,0.21504,84,,,,,
0.2344,1.3564587831497192,4.791085951527408e-05,0.2176,85,,,,,
0.2412,1.2282956838607788,4.782039756752727e-05,0.22016,86,,,,,
0.2713,2.271738052368164,4.77281074950681e-05,0.22272,87,,,,,
0.1945,1.4592658281326294,4.763399669118414e-05,0.22528,88,,,,,
0.1748,1.9377532005310059,4.753807269502041e-05,0.22784,89,,,,,
0.2032,1.2921743392944336,4.744034319097535e-05,0.2304,90,,,,,
0.2775,2.49100661277771,4.734081600808531e-05,0.23296,91,,,,,
0.2104,1.312146782875061,4.723949911939728e-05,0.23552,92,,,,,
0.1969,1.5491195917129517,4.713640064133025e-05,0.23808,93,,,,,
0.1582,0.9956285953521729,4.7031528833024976e-05,0.24064,94,,,,,
0.1677,1.3936370611190796,4.692489209568234e-05,0.2432,95,,,,,
0.1682,1.4486312866210938,4.681649897189036e-05,0.24576,96,,,,,
0.2128,2.0192933082580566,4.670635814493984e-05,0.24832,97,,,,,
0.1883,1.3356744050979614,4.6594478438128757e-05,0.25088,98,,,,,
0.226,1.9341484308242798,4.6480868814055424e-05,0.25344,99,,,,,
0.2088,1.7639957666397095,4.636553837390051e-05,0.256,100,,,,,
0.1071,1.092206358909607,4.6248496356697966e-05,0.25856,101,,,,,
0.1692,1.4702932834625244,4.6129752138594874e-05,0.26112,102,,,,,
0.2245,2.7915549278259277,4.6009315232100324e-05,0.26368,103,,,,,
0.2613,3.215137481689453,4.588719528532342e-05,0.26624,104,,,,,
0.1936,1.2523783445358276,4.5763402081200294e-05,0.2688,105,,,,,
0.2847,3.9530255794525146,4.56379455367105e-05,0.27136,106,,,,,
0.1827,2.072539806365967,4.551083570208252e-05,0.27392,107,,,,,
0.1878,1.2884795665740967,4.538208275998861e-05,0.27648,108,,,,,
0.2378,1.4898642301559448,4.5251697024729165e-05,0.27904,109,,,,,
0.2831,2.5546555519104004,4.511968894140639e-05,0.2816,110,,,,,
0.2108,2.4901123046875,4.498606908508754e-05,0.28416,111,,,,,
0.1899,1.2895526885986328,4.485084815995778e-05,0.28672,112,,,,,
0.1401,0.9304865598678589,4.471403699846272e-05,0.28928,113,,,,,
0.2069,1.8285136222839355,4.457564656044056e-05,0.29184,114,,,,,
0.2119,3.2119596004486084,4.443568793224415e-05,0.2944,115,,,,,
0.2763,3.161259412765503,4.429417232585288e-05,0.29696,116,,,,,
0.2189,2.344266653060913,4.415111107797445e-05,0.29952,117,,,,,
0.1636,1.6137886047363281,4.400651564913676e-05,0.30208,118,,,,,
0.2358,1.9235605001449585,4.3860397622769756e-05,0.30464,119,,,,,
0.21,2.728571653366089,4.371276870427753e-05,0.3072,120,,,,,
0.2268,2.2467923164367676,4.356364072010059e-05,0.30976,121,,,,,
0.2093,1.2669928073883057,4.3413025616768424e-05,0.31232,122,,,,,
0.2123,0.8969921469688416,4.3260935459942584e-05,0.31488,123,,,,,
0.1948,1.1284191608428955,4.310738243344996e-05,0.31744,124,,,,,
0.2753,2.0320096015930176,4.295237883830685e-05,0.32,125,,,,,
0.1194,0.9454480409622192,4.2795937091733515e-05,0.32256,126,,,,,
0.1471,0.8442882895469666,4.2638069726159424e-05,0.32512,127,,,,,
0.1625,1.0798885822296143,4.247878938821929e-05,0.32768,128,,,,,
0.2719,3.8881044387817383,4.231810883773999e-05,0.33024,129,,,,,
