loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.9094,100.22119903564453,2.5e-06,0.005018820577164366,1,,,,,
1.4351,66.6921157836914,5e-06,0.010037641154328732,2,,,,,
1.0351,42.163368225097656,7.5e-06,0.015056461731493099,3,,,,,
0.7632,28.181114196777344,1e-05,0.020075282308657464,4,,,,,
0.5918,22.650543212890625,1.25e-05,0.025094102885821833,5,,,,,
0.3981,10.159452438354492,1.5e-05,0.030112923462986198,6,,,,,
0.493,16.951107025146484,1.75e-05,0.03513174404015056,7,,,,,
0.4213,12.861794471740723,2e-05,0.04015056461731493,8,,,,,
0.3389,1.2678282260894775,2.25e-05,0.0451693851944793,9,,,,,
0.4225,11.656033515930176,2.5e-05,0.050188205771643665,10,,,,,
0.4286,13.121691703796387,2.7500000000000004e-05,0.05520702634880803,11,,,,,
0.3257,7.0519118309021,3e-05,0.060225846925972396,12,,,,,
0.4145,17.125308990478516,3.2500000000000004e-05,0.06524466750313676,13,,,,,
0.574,22.11526870727539,3.5e-05,0.07026348808030113,14,,,,,
0.3403,6.542072772979736,3.7500000000000003e-05,0.07528230865746549,15,,,,,
0.4341,20.6733455657959,4e-05,0.08030112923462986,16,,,,,
0.3639,8.418277740478516,4.25e-05,0.08531994981179424,17,,,,,
0.3086,6.7421956062316895,4.5e-05,0.0903387703889586,18,,,,,
0.3326,4.436113357543945,4.75e-05,0.09535759096612297,19,,,,,
0.3463,8.089573860168457,5e-05,0.10037641154328733,20,,,,,
0.2956,0.7691653370857239,4.9996149717916586e-05,0.1053952321204517,21,,,,,
0.3368,4.2272114753723145,4.998460005764011e-05,0.11041405269761606,22,,,,,
0.3036,2.278839111328125,4.996535457672656e-05,0.11543287327478043,23,,,,,
0.2228,1.713261365890503,4.993841920321839e-05,0.12045169385194479,24,,,,,
0.2916,2.15046763420105,4.990380223381846e-05,0.12547051442910917,25,,,,,
0.3651,8.89893913269043,4.9861514331334544e-05,0.13048933500627352,26,,,,,
0.3374,5.0224809646606445,4.981156852139491e-05,0.1355081555834379,27,,,,,
0.2893,1.9203369617462158,4.975398018843612e-05,0.14052697616060225,28,,,,,
0.2958,2.928342819213867,4.9688767070964306e-05,0.14554579673776663,29,,,,,
0.2346,1.0669479370117188,4.961594925609129e-05,0.15056461731493098,30,,,,,
0.2848,4.710980415344238,4.953554917334732e-05,0.15558343789209536,31,,,,,
